max_pool,bn_fw_inf,unrolled_elementwise,elementwise_grid_stride,sgemm_128x64_nn,sgemm_64x64_nn
19008,6080,2400,58720,12000,6976
19072,3488,2176,65215,30335,6944
19072,6080,2496,65472,30464,6944
18912,3487,2208,60032,12064,6976
19136,5920,2527,63136,30304,6976
19360,3520,2112,64064,30528,6976
19104,16512,2431,64384,12000,7072
19168,6112,2207,62176,30367,6943
19200,3456,2400,63455,30240,7007
19200,6176,2176,60287,12000,6976
19072,3488,2464,66304,30239,7039
19231,5823,2209,64255,30592,7007
19296,3424,2400,64288,12032,7040
19296,16864,2144,59583,30335,6944
19167,6016,2431,65503,30624,7040
19296,3456,2176,64160,12000,6976
19039,5856,2400,60832,30112,7040
19328,3456,2144,65311,30431,7008
19424,6048,2432,63295,11936,7007
19103,3424,2208,61759,30368,6816
19168,16544,2432,62975,30496,7008
19135,6016,2112,65631,12096,7712
19072,3487,2431,61727,30080,7744
19104,6048,2176,66336,30655,7776
19040,3424,2400,67936,12063,7712
19232,6016,2144,62176,30336,7744
19424,3487,2464,63200,30784,7744
18912,16896,2240,56544,11967,7744
19072,5984,2367,63359,30399,7776
19009,3520,2144,57823,30368,6592
19072,5984,2432,59744,12064,6656
18912,3520,2208,67872,30271,6624
19231,5665,2400,61728,30240,6688
19168,3424,2144,58880,12000,6625
18880,17216,2433,65312,30496,6656
19232,6144,2208,63584,30720,6623
19232,3520,2368,58272,11936,6656
19136,6208,2176,65888,30304,6944
18880,3456,2496,60927,30240,6976
19200,5919,2208,58591,12000,6976
19359,3391,2399,63328,30272,6976
19264,16960,2144,61535,30208,6943
19072,6208,2432,60256,11904,7008
19328,3424,2272,62336,30143,6912
19168,6144,2400,59840,30751,7040
19296,3391,2112,58943,12064,6848
19041,5920,2464,67296,29920,6944
19295,3456,2240,59424,30880,6848
19200,16384,2400,61375,11968,6944
19168,6208,2144,66559,30336,6880
19040,3456,2464,59232,30528,6912
19168,6080,2208,58336,12000,6848
19200,3392,2400,64415,30176,6944
19200,5760,2113,58687,30656,7808
19200,3488,2432,59936,12032,7775
19328,16544,2209,66080,30048,7840
19487,6048,2400,60064,30303,7840
19008,3456,2112,63712,12096,7776
19168,5888,2431,64000,30336,7840
19328,3488,2208,56896,30592,7809
19296,6016,2400,61215,12032,7808
19168,3456,2144,64255,30144,6689
19168,16512,2432,57888,30464,6688
19263,5888,2207,66431,11839,6752
19231,3488,2400,61087,30432,6624
19296,5856,2080,62303,30560,6720
19328,3456,2496,59680,12160,6688
19392,6112,2208,59359,30176,6688
19488,3456,2400,63615,30592,6625
19296,16768,2112,65407,11967,7744
19296,6176,2465,58592,30432,7680
19232,3487,2240,63808,30719,7775
19200,5952,2432,66975,12000,7743
19072,3488,2112,56320,30304,7776
19296,5824,2464,63999,30368,7744
19008,3424,2207,68191,11936,7744
19232,16543,2400,66719,30112,7744
19104,6016,2144,62432,30496,7072
19072,3488,2496,64095,12063,7007
19040,6208,2209,64896,30176,7040
19040,3488,2400,69599,30623,6976
19296,5792,2144,60672,12000,7008
19136,3489,2464,58815,30112,7008
19328,16896,2207,63071,30496,7072
19104,5984,2400,60480,12064,6944
19328,3552,2240,60832,29920,7744
18816,6016,2433,66783,30496,7775
19232,3424,2176,64543,12063,7744
19264,5696,2400,62719,30400,7776
19105,3392,2113,60256,30400,7807
19168,16480,2464,59936,11969,7776
19232,6016,2208,64736,30304,7808
19103,3488,2432,62559,30495,7744
19360,5823,2144,60896,12032,7072
19008,3424,2464,66016,30176,7039
19232,5824,2240,59039,30240,7008
19168,3488,2368,63616,12064,7072
19552,16671,2112,60288,30208,7040
19296,5984,2432,64031,30400,7072
18879,3520,2208,61471,11936,7072
19168,5952,2400,66751,30080,7040
19200,3456,2112,60383,30687,6975
19392,5792,2431,66848,12000,7008
18784,3392,2240,65439,30208,7009
19039,16640,2432,65215,30431,6976
19136,6432,2111,59840,12096,6976
19039,3488,2463,67360,30528,6976
19136,5984,2240,64928,30336,6880
19007,3680,2400,61055,12031,6976
19040,5984,2112,67424,30431,6976
19136,3488,2463,65696,30879,6816
19168,16544,2176,60352,12032,6848
19168,6144,2432,68159,30176,6783
19008,3456,2176,66847,30816,6816
19264,5856,2464,60447,12096,6849
18943,3424,2176,65152,29984,6784
19232,5920,2400,63712,30688,6816
19264,3456,2080,58207,11968,7648
19199,16992,2464,63616,30208,7648
19104,6048,2209,58880,30368,7648
19232,3424,2432,65056,12032,7679
19104,6016,2112,60863,30496,7648
19071,3424,2464,56703,30432,7680
19104,5760,2208,66687,12096,7712
19168,3392,2400,60351,30496,7648
19168,16481,2144,59391,30463,6976
19040,6048,2464,66752,12129,7039
19264,3456,2209,62112,30496,7007
19008,6112,2400,57727,30303,6976
19135,3425,2176,69056,11936,6976
19232,5920,2432,58176,29887,6976
19328,3520,2208,57919,30720,6944
18976,16608,2432,65152,12064,6976
19136,6240,2144,59583,30304,7743
19360,3489,2464,59072,30431,7711
19200,5984,2208,63455,12000,7680
18944,3456,2368,59647,30528,7680
19392,5760,2144,59616,30656,7712
19040,3456,2464,63072,11872,7711
19200,16288,2208,57247,30304,7712
19168,6240,2432,60736,30592,7713
18975,3456,2144,66303,12000,7040
19200,6048,2528,58976,30176,7072
19264,3488,2208,57216,30399,7071
19008,5856,2400,67776,12064,7072
19264,3456,2112,60480,30623,7041
19232,16352,2496,56224,30528,7072
19456,6016,2240,66592,12160,7040
19231,3424,2367,58528,30144,7040
19264,6145,2144,,30816,6976
19264,3424,2464,,12000,7009
19136,5888,2336,,30177,6976
19136,3424,2368,,30784,7009
19040,16736,2111,,12127,6975
19168,6080,2144,,30528,6912
19104,3456,2432,,30559,6976
18751,6112,2112,,12160,7008
19039,3424,2464,,30368,6944
19072,5823,2208,,30559,6785
19168,3456,2400,,12032,6848
19296,16704,2112,,30495,6784
19104,6081,2464,,30560,6880
19071,3424,2209,,11872,6816
19008,6208,2368,,30176,6816
19232,3424,2144,,30688,6816
19040,5952,2432,,12032,7007
19104,3489,2209,,29759,7008
19232,16672,2369,,30400,6944
19328,5984,2144,,12032,6976
19200,3424,2496,,30272,6944
19296,6176,2176,,30816,6944
19007,3424,2400,,12096,7008
19232,6240,2080,,30464,7008
19040,3552,2432,,30880,7040
19168,16896,2175,,12256,7008
19168,5792,2367,,30367,7072
19169,3296,2144,,30528,7071
19392,5984,2464,,12032,7040
19072,3328,2176,,30272,7040
19264,5536,2433,,30655,7040
19072,3328,2144,,12064,7008
19104,16416,2432,,30463,6623
19456,6079,2207,,30719,6625
19487,3488,2400,,12096,6560
19264,5952,2271,,30208,6688
19200,3456,2464,,30624,6623
19136,5760,2208,,12000,6656
19072,3489,2465,,30304,6624
19039,16896,2112,,30688,6624
19104,6304,2464,,11968,6656
19265,3488,2176,,29888,6656
18784,5856,2464,,30368,6656
19103,3424,2112,,12096,6624
18944,5888,2432,,30272,6687
19168,3488,2176,,30528,6656
19072,17248,2400,,12031,6687
19232,6112,2176,,30144,6688
19136,3520,2463,,30976,6976
19136,5824,2208,,11872,6976
19328,3393,2432,,30176,7008
19008,5952,2144,,30560,6944
19136,3552,2463,,12031,7040
19296,16768,2208,,30335,6976
19232,6272,2368,,30208,6976
19264,3456,2176,,11999,7039
19200,6112,2432,,30272,6976
19135,3488,2208,,30401,6816
19328,5824,2400,,12064,6911
19104,3552,2145,,30560,6912
19007,16736,2464,,30464,6847
19232,6015,2175,,12128,6912
19264,3488,2433,,30752,6816
19360,6015,2112,,30591,6816
19264,3424,2464,,12128,7008
19200,5984,2240,,29920,6976
19296,3457,2368,,30336,6976
19200,16927,2112,,12064,6976
19136,5984,2432,,30337,7040
19200,3488,2176,,30592,7009
19168,6208,2368,,12000,7008
19199,3424,2143,,30304,6975
19296,5952,2464,,30336,7008
19391,3424,2240,,11999,6912
19296,16992,2369,,30336,6976
19168,6400,2112,,30592,7040
19296,3456,2432,,12064,6976
19168,5952,2208,,30176,7009
19328,3424,2368,,30720,6976
19136,5792,2111,,12032,7008
19392,3584,2464,,30528,7648
19264,17279,2208,,30912,7648
19200,6176,2368,,11936,7648
19199,3488,2143,,30176,7648
19584,5887,2464,,30591,7648
19424,3488,2208,,12064,7712
19264,5760,2400,,30336,7648
19519,3456,2144,,30719,7520
19103,17024,2464,,12000,6976
19200,6464,2240,,30112,7008
19360,3520,2400,,30656,6976
19136,6208,2113,,11968,7008
19104,3520,2432,,30144,6944
19231,6112,2240,,30560,7040
19360,3488,2400,,12032,6944
19456,17121,2113,,30272,7008
19296,6016,2464,,30303,6880
19392,3488,2208,,12096,6976
19232,5824,2432,,30112,6912
19104,3456,2143,,30464,6976
19232,5919,2464,,12064,6944
19168,3424,2208,,30303,6976
19072,16672,2432,,30752,6912
19263,5952,2144,,12127,7009
19168,3456,2463,,30272,7744
19040,5888,2176,,30624,7712
19359,3425,2368,,12096,7744
19232,5792,2144,,30592,7776
19199,3424,2464,,30431,7744
19008,16864,2209,,11936,7744
19168,6080,2400,,30464,7680
19167,3520,2144,,30432,7744
18976,5952,2464,,12032,6976
19168,3456,2272,,30336,6976
19039,6176,2400,,30432,6976
19168,3488,2112,,12063,6975
19168,16640,2496,,30176,6976
19072,6176,2207,,30752,6976
19296,3392,2400,,12032,7008
19168,6143,2144,,30272,7007
19296,3456,2464,,30880,7072
19392,6016,2336,,12064,7040
19232,3456,2400,,30015,7040
19103,16576,2113,,30752,7008
19135,5984,2464,,12000,7008
19104,3456,2207,,30080,7007
19008,6176,2400,,30144,7009
19296,3456,2112,,12064,7040
19072,5728,2496,,30176,7008
19200,3520,2176,,30624,7040
19072,16224,2368,,11936,7072
19135,6337,2112,,30208,7008
19103,3488,2464,,30815,7009
19072,6047,2176,,12000,7008
18911,3424,2400,,30400,6944
19264,5888,2144,,30655,6879
19488,3424,2527,,12000,7040
19264,16351,2176,,30304,7008
19200,6080,2432,,30752,7072
19168,3455,2112,,12032,7040
18975,6176,2465,,30304,6976
19232,3488,2176,,30560,7007
18976,5792,2400,,12032,7040
19071,3488,2144,,30080,7072
19392,16575,2465,,30624,6943
19201,6144,2208,,12064,6913
19264,3488,2400,,30368,6912
18976,6400,2112,,30720,6912
19200,3456,2464,,12032,6944
19232,5953,2176,,30495,6912
19392,3392,2400,,30368,6943
19232,16832,2112,,12000,6943
19264,6080,2496,,30624,7776
19136,3456,2176,,30560,7840
19040,6080,2432,,12001,7840
18944,3520,2112,,30368,7872
19008,5887,2464,,30527,7839
19167,3456,2176,,11968,7872
19071,16832,2432,,30624,7840
19104,6080,2111,,30240,7745
19264,3520,2464,,12064,6720
19168,6144,2208,,30335,6656
19104,3424,2400,,30400,6624
19200,5920,2112,,12000,6720
19264,3520,2529,,30400,6688
19105,16736,2240,,30432,6688
19136,5984,2368,,12128,6624
19232,3456,2144,,30240,6624
19232,6047,2463,,30303,6656
19072,3488,2240,,12064,6688
19392,5888,2432,,30336,6623
19072,3488,2176,,30400,6688
19039,16928,2463,,12000,6688
19263,6208,2208,,30432,6689
19104,3456,2560,,30784,6624
19456,5824,2145,,12000,6688
19264,3456,2464,,30464,7040
19328,5951,2240,,30880,6976
19296,3552,2400,,12033,7008
19136,16416,2112,,30047,6944
18880,6400,2464,,30496,7008
18944,3488,2208,,11999,6976
19200,6176,2369,,30080,6975
19327,3424,2176,,30496,6816
19136,5951,2496,,12065,7009
19168,3425,2208,,30241,6976
19039,16735,2432,,30688,6976
19296,5920,2272,,12224,7008
19040,3392,2464,,30239,6976
19360,5953,2176,,30592,7008
19040,3456,2176,,12031,7008
19200,5920,2464,,30144,6976
19009,3488,2240,,30688,7040
19168,17024,2464,,12032,7008
19488,6208,2144,,30335,7071
19072,3520,2464,,30432,7008
19135,5889,2208,,11936,6976
19200,3488,2432,,30304,6976
19232,5728,2144,,30496,6913
19296,3424,2527,,11969,7007
19105,16225,2176,,30080,7712
19136,6144,2400,,30879,7680
19040,3488,2176,,11936,7648
19231,5984,2464,,30239,7712
19232,3456,2240,,30592,7680
19232,5920,2464,,11999,7616
19231,3456,2143,,30304,7648
19232,16832,2464,,30623,7679
19104,6143,2208,,12096,7072
19264,3392,2400,,30399,7008
19039,5984,2144,,30591,7040
19232,3424,2463,,12063,7008
19072,5856,2208,,30048,7073
18976,3456,2464,,30720,7007
18912,16928,2111,,12064,7008
19104,5857,2433,,30368,7008
19296,3488,2208,,30783,6976
19328,5952,2400,,12064,6944
19232,3488,2176,,30144,6976
18976,6048,2464,,30655,6944
19231,3424,2303,,12000,6976
19072,16704,2433,,30080,6912
19296,6144,2112,,30047,7007
19264,3456,2464,,12096,6944
19104,5920,2176,,30272,7711
19360,3488,2400,,30591,7680
19104,5728,2112,,12032,7711
19200,3488,2464,,30112,7711
19168,16928,2176,,30592,7680
18944,5983,2400,,12000,7712
19265,3424,2144,,30400,7712
19168,6016,2464,,30784,7679
19265,3424,2240,,12063,7680
19136,5952,2400,,30271,7680
19232,3456,2176,,30464,7680
19167,16832,2464,,11936,7680
19008,6080,2176,,30176,7647
19072,3488,2400,,30464,7713
19296,5952,2143,,11968,7680
19136,3392,2464,,30176,7680
18912,6176,2177,,30080,7040
19103,3487,2368,,12064,7008
19136,16640,2176,,29984,7072
19136,6016,2432,,30528,7007
19167,3488,2208,,12000,7007
19136,6016,2400,,30272,6944
19392,3424,2176,,30976,7008
19264,5792,2464,,12128,7008
19200,3456,2176,,30240,7712
19103,16992,2432,,30432,7744
19103,6112,2144,,12000,7743
18976,3488,2497,,30560,7712
19360,6112,2208,,30528,7712
19167,3488,2432,,11936,7711
19040,5889,2112,,30239,7680
19232,3520,2464,,30560,7680
19136,16416,2240,,11904,7040
19296,6144,2400,,30272,7072
19039,3488,2144,,30623,7072
19008,5983,2432,,12000,7040
19040,3488,2176,,30431,7040
19296,6048,2400,,30464,7007
19168,3424,2143,,11967,7072
18912,16448,2464,,30304,7040
19231,5952,2240,,30336,7712
19520,3424,2432,,11936,7712
19296,6240,2144,,30304,7743
19167,3424,2496,,30783,7744
19201,5792,2208,,12096,7712
19392,3456,2432,,30208,7711
19264,16512,2112,,30240,7776
19424,6272,2464,,12063,7744
19392,3488,2208,,30335,6976
19072,5920,2400,,30400,6976
19136,3488,2144,,12160,7008
19168,6016,2464,,30464,6976
18976,3392,2208,,30560,6976
19168,16703,2400,,11807,6976
19263,5984,2176,,30240,7008
19329,3488,2464,,30880,6944
19136,6016,2240,,12192,7040
19104,3392,2400,,30080,7040
19232,5792,2112,,30656,7040
19200,3456,2464,,12000,7040
19199,17088,2240,,30496,7040
19200,6400,2400,,29824,7071
19264,3488,2143,,12064,7040
19072,5984,2464,,30304,7040
19199,3456,2176,,30335,6880
19200,5920,2400,,12032,6880
19232,3456,2112,,30111,6720
19072,16832,2464,,30752,6656
19104,5984,2208,,11936,6753
19200,3456,2432,,30335,6784
19328,5952,2112,,30624,6816
19264,3424,2464,,11904,6720
19007,6016,2208,,30240,7040
19104,3488,2400,,30944,6976
19168,16416,2144,,12032,7007
19264,6240,2464,,30304,6944
19424,3392,2176,,30176,7008
19168,5983,2368,,11968,6944
19360,3424,2176,,30175,7040
19200,6016,2496,,30208,6944
19328,3424,2208,,12001,7712
19136,16768,2400,,30240,7776
19423,6047,2240,,30624,7713
19168,3488,2464,,11968,7712
18976,5824,2207,,30112,7712
19168,3424,2464,,30592,7744
19392,6080,2112,,12160,7679
18880,3424,2432,,30208,7712
19136,16576,2208,,30623,7744
19040,6240,2400,,12000,7743
19424,3456,2144,,30175,7744
19104,6496,2464,,30848,7776
19104,3456,2176,,12256,7744
19359,5727,2400,,30368,7776
19360,3521,2112,,30176,7712
19232,16896,2464,,11968,7744
19392,5887,2240,,30496,7008
19040,3456,2431,,30144,7008
18944,6080,2176,,11999,7007
19168,3455,2463,,30177,6976
19200,5856,2240,,30528,6976
19136,3520,2368,,12064,6976
19360,16704,2144,,30112,7008
19360,6016,2465,,30559,6976
19071,3488,2208,,12064,7776
19072,5952,2400,,30367,7712
19168,3456,2144,,30752,7712
19296,5888,2464,,12032,7744
19136,3487,2208,,30400,7743
19424,16448,2368,,30624,7776
19200,6176,2112,,11936,7711
19104,3487,2496,,30240,7744
19168,6112,2208,,30720,6912
19072,3488,2400,,12096,6816
19072,5984,2112,,30304,6688
19136,3456,2464,,30400,6944
19328,17472,2176,,12032,6944
19264,6304,2400,,30592,6911
19168,3424,2176,,30560,6912
19232,6079,2496,,11936,6976
19232,3392,2176,,30304,7008
19136,5951,2432,,30016,6976
19200,3392,2176,,12000,7040
19231,16480,2463,,30208,6976
19200,6144,2240,,30559,7072
19167,3552,2400,,12032,7008
19328,6176,2112,,30400,7040
19200,3489,2464,,30336,6976
18912,5856,2208,,12064,6880
19232,3456,2400,,30016,6752
19104,16768,2144,,30336,6687
19008,6113,2464,,11936,6816
19040,3455,2175,,30336,6752
19329,6367,2432,,30624,6688
19104,3456,2144,,11968,6752
19136,5984,2464,,30592,6751
19136,3456,2176,,30208,7008
19105,16960,2433,,11936,7008
19296,6272,2144,,30272,7040
18976,3488,2528,,30592,7008
19103,5952,2209,,12033,7040
19200,3424,2400,,30079,6976
19424,5760,2144,,30656,7040
19168,3488,2432,,12000,7008
19008,17120,2240,,30560,6976
19136,5856,2368,,30496,6976
18912,3328,2144,,12160,6976
19264,5760,2465,,30272,7009
19104,3489,2336,,30560,7009
19296,5760,2369,,12000,7007
18944,3424,2112,,30240,7007
18976,16992,2112,,30432,6943
19200,6049,2368,,12031,7840
19168,3488,2112,,30304,7840
19040,5984,2464,,30784,7808
19040,3425,2240,,12000,7808
19168,5823,2368,,30432,7808
19168,3456,2144,,30368,7840
18976,16864,2464,,12095,7809
19200,6144,2240,,30495,7809
19040,3423,2495,,30624,7008
19135,6208,2111,,11872,7008
19103,3456,2432,,30304,7008
19104,6016,2208,,30304,6976
19232,3455,2400,,11968,6976
18975,16672,2111,,30432,7008
19296,6176,2464,,30144,7008
19072,3584,2208,,12000,6976
19168,6304,2432,,30240,7712
19135,3455,2080,,30144,7776
19296,5600,2464,,11999,7776
19232,3488,2240,,30271,7711
19296,16736,2368,,30272,7745
19232,6048,2144,,11968,7744
19072,3456,2433,,30015,7584
19168,5952,2176,,30208,7744
19136,3456,2399,,12064,6943
19200,5696,2144,,30176,6720
19328,3424,2464,,30560,6688
19360,16352,2240,,11936,6720
19168,5920,2400,,30016,6752
19296,3456,2240,,30592,6720
19040,5984,2432,,11807,6720
19040,3488,2208,,30240,6720
19135,5920,2367,,30496,7776
19263,3487,2112,,12001,7840
19136,16768,2496,,30783,7808
19072,6208,2240,,30784,7840
19008,3455,2400,,12000,7840
19296,5984,2112,,30080,7872
19072,3456,2432,,30497,7840
19168,5727,2240,,12192,7809
18879,3456,2464,,30240,6975
19520,16896,2144,,30784,7007
19232,6304,2464,,12064,6912
19296,3616,2240,,30400,7008
19104,6112,2368,,30816,6976
19136,3455,2112,,12064,6976
19168,5760,2464,,30144,7008
19232,3456,2208,,30688,7008
19488,16704,2367,,12064,7776
18784,6112,2144,,30176,7744
19200,3488,2464,,30176,7808
19232,6048,2208,,11936,7808
19295,3424,2400,,30496,7744
19104,5856,2112,,30495,7776
19168,3424,2464,,12192,7808
18976,16992,2209,,30112,7776
19488,6335,2400,,30592,7040
18976,3392,2112,,12096,7071
19200,5952,2464,,30368,7072
19232,3424,2207,,30655,7071
19200,5760,2400,,12064,7008
18880,3456,2111,,30144,7039
18976,16704,2432,,30432,7072
19040,6336,2240,,12064,7008
19296,3456,2400,,29952,6879
19264,5983,2145,,30304,6944
19168,3424,2496,,11968,7008
18976,5856,2208,,29984,7040
19327,3488,2368,,30880,7040
19296,16704,2144,,12064,6976
19232,6112,2465,,30240,7008
19200,3456,2176,,30368,7039
19232,5952,2400,,12128,7776
19168,3424,2112,,30399,7744
19007,5823,2432,,30816,7776
18976,3488,2208,,12128,7776
19040,16448,2400,,30368,7807
19232,6112,2143,,30751,7840
19008,3488,2464,,12032,7808
19263,6208,2240,,30112,7745
19167,3392,2368,,30560,6912
19264,5856,2144,,12096,6688
18975,3425,2464,,30240,6720
18912,16544,2208,,30560,6752
19072,6112,2400,,12032,6720
19136,3488,2112,,30079,6753
19103,6112,2464,,30720,6752
